gene,chromosome,start_position,end_position
MBD4,3,129430947,129440543
SELENOI,2,26308547,26395885
PRKACG,9,69012504,69014113
KRTAP16-1,17,41307700,41309309
ESR2,14,64084232,64338112
SARM1,17,28364356,28404049
HADHA,2,26190635,26245044
RCAN3,1,24502340,24541040
SLC8A2,19,47428017,47471918
PSMF1,20,1113240,1189415
ZNF837,19,58367614,58381054
RTTN,18,70003031,70206028
PIGV,1,26787054,26800659
NDUFS8,11,68030617,68036647
MRPS24,7,43866557,43869893
NUDT2,9,34329506,34343713
CBLN1,16,49277917,49281838
MRPS26,20,3046041,3048254
EDN3,20,59300415,59325992
DONSON,21,33559542,33589015
CIITA,16,10866222,10943021
SOAT2,12,53103461,53124538
TMEM265,16,30740642,30745196
HAO2,1,119368727,119394258
RPS16,19,39433136,39436131
MYOF,10,93306429,93482334
LSAMP,3,115802374,117997592
EPHA6,3,96814581,97761532
UBE4B,1,10032832,10181244
FAM135B,8,138130023,138497261
NCR2,6,41335608,41350889
PRUNE2,9,76611376,76906591
RILPL1,12,123470054,123534103
C1QL1,17,44959693,44968303
C12orf54,12,48482498,48496524
PARVB,22,43999211,44172939
MC1R,16,89912119,89920977
ATP9B,18,79069272,79378391
COIL,17,56938199,56961050
FAM76B,11,95768953,95790409
MANBAL,20,37289559,37317260
HDGFL3,15,83112738,83208424
GNG7,19,2511214,2702724
STOML1,15,73978926,73994622
SASH3,X,129779949,129795201
MTMR9,8,11284523,11328146
DBF4,7,87876216,87909553
PGGHG,11,289095,296107
CFAP44,3,113286930,113441610
BBIP1,10,110898730,110919201
WDR54,2,74421477,74425770
TRMT10C,3,101561868,101566446
OR1S1,11,58212720,58216084
ASCC1,10,72096018,72217653
PHKG2,16,30748293,30761176
NRM,6,30688047,30691420
SLK,10,103966916,104029242
SLC18A3,10,49610310,49612720
RAP1GDS1,4,98261243,98443864
SLC29A1,6,44219245,44236432
MYOD1,11,17719571,17722136
CNEP1R1,16,50024410,50037088
IFT52,20,43590925,43647299
CWC25,17,38800441,38825646
CLCF1,11,67364168,67374177
AKR1E2,10,4786629,4848062
UQCRFS1,19,29205320,29213151
PPP1CB,2,28751562,28802940
GDPD3,16,30104810,30113537
FRG2,4,190024367,190027257
CIAO2A,15,64072114,64094262
LSMEM2,3,50279030,50288116
KRT37,17,41420547,41424585
OR5K3,3,98390666,98391631
IER3IP1,18,47152834,47176381
KCNA6,12,4809334,4813318
MPP1,X,154778684,154821039
KRTAP9-9,17,41255384,41256364
PPP3CC,8,22440819,22541145
TNFRSF13C,22,41922032,41926806
IL17RD,3,57089982,57170306
NPIPB15,16,74376306,74392115
PSAPL1,4,7430285,7434930
ADH1A,4,99276365,99291552
NOS1AP,1,162069691,162370475
DNAJC28,21,33486096,33491749
HNRNPAB,5,178204479,178211183
CLEC2D,12,9664969,9699553
APPBP2,17,60443158,60526242
KRT72,12,52585589,52601538
DIRAS1,19,2714566,2721438
SPTBN5,15,41848146,41894053
CYP26A1,10,93073475,93077885
ST3GAL4,11,126354677,126440344
REEP6,19,1491034,1497927
ZFY,Y,2935281,2982512
CCNG1,5,163437569,163448199
QRFPR,4,121328595,121381059
RALGAPA1,14,35538352,35809304
GGH,8,63014881,63039407
BEND4,4,42110853,42152878
TMPRSS11E,4,68447463,68497604
MINDY4,7,30771417,30892387
SHCBP1,16,46578591,46621379
ABHD13,13,108218167,108234243
CCDC85B,11,65890673,65891635
NOP16,5,176383933,176388927
SLC45A2,5,33944623,33984693
KRTAP1-1,17,41040541,41041450
SLC22A5,5,132369710,132395614
ADIPOR1,1,202940090,202958572
ZNF879,5,179023804,179035064
PLA2G2A,1,19975431,19980462
LRRC70,5,62578819,62581446
SLC12A1,15,48178438,48304078
GCSAM,3,112120839,112133270
MTIF2,2,55236230,55270263
TMEM176B,7,150790382,150803404
SLC35G6,17,7481446,7483496
NOVA1,14,26443090,26598033
KCNE4,2,223052190,223198399
PTPRH,19,55181230,55209508
NDUFA12,12,94895297,95003748
CSPG5,3,47562238,47580792
FAM47E,4,76214040,76284294
VAC14,16,70687439,70801173
AGAP6,10,49982190,50011654
XIRP2,2,166888480,167259753
GPR155,2,174431571,174487150
SPINK2,4,56809860,56821742
UBR3,2,169827442,170084131
GTF2A2,15,59638058,59657541
CCT7,2,73233420,73253021
CD8B,2,86815339,86861934
MAPK1IP1L,14,55051647,55070194
DESI2,1,244653091,244709033
TRARG1,17,1279662,1300978
TMEM129,4,1715951,1721358
SYT7,11,61513714,61581167
FSHB,11,30231014,30235261
QDPR,4,17460261,17512206
CYP1B1,2,38066973,38109902
PZP,12,9148840,9208399
ARPIN,15,89895006,89912952
ITGB2,21,44885948,44932079
TMEM229A,7,124030921,124033067
SFRP2,4,153780591,153789083
SLC25A17,22,40769630,40819401
KDM4B,19,4969107,5153611
NPFFR2,4,72031902,72148311
LRRC24,8,144522388,144527033
FAM72C,1,143955287,143971986
UBN1,16,4846665,4882401
SLCO1C1,12,20695332,20753386
GNG11,7,93921735,93928610
RNASE9,14,20556093,20561047
OR6T1,11,123942867,123943838
SMAD2,18,47808957,47931569
CPZ,4,8592660,8619761
DIO1,1,53891239,53911086
MMP23B,1,1631665,1635263
SLC39A6,18,36108531,36129385
FABP7,6,122779716,122784074
EGLN3,14,33924227,34462774
MFSD10,4,2930559,2935462
DCAF12L2,X,126163499,126166289
RASGRF1,15,78959906,79090780
C17orf107,17,4899418,4902934
ADCY1,7,45574140,45723116
KMO,1,241532134,241595642
CDHR2,5,176542511,176596284
TRIM28,19,58543740,58550773
ZNF41,X,47444693,47483247
CCDC6,10,59788747,59907029
CDRT4,17,15436015,15475733
CMBL,5,10275875,10307974
C4orf51,4,145680146,145771032
FAN1,15,30890559,30946209
SPARC,5,151661096,151687352
OR5L1,11,55811367,55812476
FZD2,17,44557484,44561262
SCUBE2,11,9019476,9138114
CPSF3,2,9423631,9473110
YIPF4,2,32277868,32316594
CNP,17,41966763,41977740
PRELID3A,18,12407896,12432238
SLC27A3,1,153774354,153780158
TBCC,6,42744498,42746103
HMGN1,21,39342315,39349653
CDCP2,1,54132687,54153770
XPNPEP3,22,40857077,40932815
APBA3,19,3750772,3761700
WFDC11,20,45648563,45670270
RPL36,19,5674947,5691881
AKAP1,17,57085092,57121349
POU3F1,1,38043829,38046793
ERAL1,17,28855009,28861067
ZNF513,2,27377235,27380790
ATP1B4,X,120362085,120383249
GHRH,20,37251086,37261819
EXOSC3,9,37759234,37832117
TGFB1I1,16,31471585,31478727
NPBWR1,8,52939182,52943734
CYP27C1,2,127183832,127220385
CACNA1C,12,1970772,2697950
HCAR1,12,122726076,122730844
EMC1,1,19215660,19251552
SOWAHB,4,76894152,76898144
CHKA,11,68052859,68121444
MPPE1,18,11882622,11909180
NUDT11,X,51490011,51496592
CEACAM21,19,41549518,41586844
UPRT,X,75156388,75304885
LYPD3,19,43460787,43465608
CASR,3,122183668,122291629
PTEN,10,87862638,87971930
GDAP2,1,117863485,117929662
ABCG4,11,119149052,119162653
SCAMP4,19,1905214,1926013
DOCK5,8,25184689,25418082
RPS15,19,1438354,1440497
CKM,19,45306411,45323372
TMCO5A,15,37921858,37967724
PPP2R2C,4,6320578,6563600
MMP15,16,58025606,58046901
GAS6,13,113820468,113864123
SYNJ2BP,14,70366499,70417097
GBP5,1,89256189,89272890
PIK3R5,17,8878911,8965726
TNNI3,19,55151767,55157773
PRRX2,9,129665630,129722674
ZNF93,19,19900913,19963464
UBD,6,29555515,29559732
GAS1,9,86944362,86947506
CNKSR3,6,154387515,154510685
CCPG1,15,55340032,55408510
ATN1,12,6924463,6942322
ZNF598,16,1997654,2009821
HSPA12A,10,116671192,116850251
GTPBP6,Y,303346,318846
MAP4K1,19,38587641,38619161
USP22,17,20999596,21043760
DTX3L,3,122564338,122575203
RARS1,5,168486447,168519306
AZIN1,8,102826111,102893864
PAFAH1B2,11,117144284,117176894
KCNJ9,1,160081501,160090563
TTK,6,80003887,80043580
PGP,16,2211593,2214840
PPA2,4,105369077,105474113
NSMAF,8,58583504,58659959
MITD1,2,99161427,99181058
DDTL,22,23966888,23972558
PSEN1,14,73136418,73223691
DDX28,16,68020916,68023232
PAX1,20,21705659,21718481
CHCHD1,10,73782047,73783652
RAB3A,19,18196752,18204042
SEC62,3,169966635,169998373
PRAME,22,22547701,22559361
MZF1,19,58561915,58573597
SLC9A1,1,27098809,27166981
TMEM150C,4,82483170,82562357
NLRP10,11,7957537,7965447
POLE3,9,113407232,113410723
CSNK1G1,15,64165525,64356554
LGALS12,11,63506052,63519767
CPT1B,22,50568856,50578681
CDH19,18,66501083,66604438
ACAD10,12,111686037,111757125
SHPK,17,3608240,3636250
ATG13,11,46617251,46674818
MSI1,12,120341329,120369437
GINS1,20,25391008,25452700
GGT6,17,4556927,4560818
JMY,5,79236128,79327215
PDGFRL,8,17576433,17644071
FANCD2,3,10026370,10101937
PHC2,1,33323623,33431095
TIMM29,19,10928811,10933535
VAPA,18,9913916,9960021
CTXN3,5,127649082,127658630
RYR1,19,38433691,38595273
LMTK3,19,48485271,48513935
SAA1,11,18266260,18269977
ITM2A,X,79360384,79367697
CDH8,16,61647242,62037035
CCDC85C,14,99500190,99604207
MAGI3,1,113390501,113685923
OR10J4,1,159432204,159433138
AUH,9,91213815,91361961
TSTD3,6,99520976,99589899
MXRA5,X,3308565,3346652
JPT1,17,75135248,75168281
KRT7,12,52232520,52252186
RRP7A,22,42507982,42519853
PDAP1,7,99392048,99408665
TXNDC16,14,52429472,52553563
PHF7,3,52410507,52427966
EIF4A3,17,80134369,80147151
UBA6,4,67612652,67701199
SCG3,15,51681492,51721026
ABCA3,16,2275878,2340749
TARM1,19,54069895,54081365
TMEM39A,3,119428949,119468854
FOXM1,12,2857676,2877174
C2orf68,2,85605254,85612066
CCDC144A,17,16689537,16777974
UBQLN3,11,5507300,5509958
FBXW12,3,48372219,48401259
RAB3C,5,58582221,58859394
JSRP1,19,2252074,2269759
SERINC2,1,31409565,31434680
TRIM55,8,66126896,66175489
MRPS22,3,139005806,139360497
FBXO41,2,73254682,73284478
SLC27A2,15,50182196,50236445
CUL4A,13,113208193,113267108
FAM184A,6,118959763,119149387
CTSB,8,11842524,11869533
PPP1R2C,X,42777366,42778163
MROH9,1,170935429,171064765
TMEM141,9,136791303,136793317
FCAR,19,54874235,54891420
ORC1,1,52372010,52404471
PSMD4,1,151254709,151267479
GAL3ST2,2,241776822,241804287
DIAPH3,13,59665583,60163928
MAP3K5,6,136557034,136793097
SLX1B,16,29454533,29458223
WDTC1,1,27233776,27308711
CRISP3,6,49727376,49744437
WSCD2,12,108129288,108250537
NLRC4,2,32224453,32265770
UNC13C,15,53978201,54628707
RAD51C,17,58692573,58735611
ZBED4,22,49853827,49897383
JMJD8,16,681666,684528
AP1S1,7,101154352,101161596
CDKN2D,19,10566460,10569059
ZMYM1,1,35032172,35118818
HSPBAP1,3,122739981,122793831
TESK1,9,35605262,35610041
EMILIN2,18,2846930,2916003
SULT2B1,19,48552172,48599425
FAM3A,X,154506159,154516882
ARHGAP28,18,6729680,6915716
SOWAHA,5,132813302,132816786
WDR20,14,102139503,102224847
TEX38,1,46668855,46673594
TMPRSS5,11,113687543,113706382
TMEM213,7,138797952,138838101
ARCN1,11,118572390,118603033
ODAPH,4,75556048,75565871
DMRT1,9,841690,969090
SKIDA1,10,21513475,21526368
ANXA4,2,69643808,69827121
TOX,8,58805412,59119279
EBF4,20,2692780,2760108
CCL8,17,34319435,34321402
GBP7,1,89131742,89176062
PINK1,1,20633458,20651511
BLMH,17,30248200,30292152
KDELR2,7,6445953,6484193
FBXW10,17,18744026,18779349
ASTN2,9,116423112,117415070
ANGPTL5,11,101890674,101916522
MRPS14,1,175010789,175023432
GPR34,X,41688973,41698371
BNIP1,5,173144442,173164397
SRGAP2C,1,121184811,121392874
OR14A2,1,247722957,247748141
CDKN2AIPNL,5,134402065,134411881
TNFAIP8,5,119268692,119399688
INO80E,16,29995715,30005793
NYAP1,7,100483605,100494802
ANO6,12,45215987,45482280
PGM1,1,63593241,63660245
FARP2,2,241356264,241494847
RBM20,10,110643948,110839471
SERPINB9,6,2887169,2903309
ARMC10,7,103074625,103102902
SMTNL2,17,4583999,4608319
SLC3A1,2,44275458,44321494
GAB4,22,16961936,17008222
AMZ1,7,2679276,2775500
EEF1AKMT2,10,124748149,124791887
ZNF311,6,28994040,29005648
TRIM6,11,5596109,5612958
AICDA,12,8602155,8613242
EXOC6B,2,72175984,72826051
SNIP1,1,37534449,37554293
SSH1,12,108778191,108857613
PKP1,1,201283452,201332993
NT5DC1,6,116100837,116249497
NF2,22,29603546,29698598
TCEAL9,X,103356461,103358472
MIS18BP1,14,45203190,45253542
MAFK,7,1530702,1543049
OCIAD1,4,48805141,48862342
EIF5A2,3,170888418,170908644
NEMF,14,49782083,49852822
SRA1,5,140537340,140557677
ADSS1,14,104724174,104747325
KHK,2,27086723,27100777
TBC1D8B,X,106802673,106876150
TMEM14C,6,10722915,10731132
POTEI,2,130459455,130509707
HBM,16,153892,166764
D2HGDH,2,241734596,241768816
CD8A,2,86784610,86808396
SMG1,16,18804860,18926412
SMIM10L2B,X,135094985,135098712
YTHDC1,4,68310387,68350098
VXN,8,66492326,66518524
CTHRC1,8,103371538,103382990
MYL1,2,210290150,210315174
GKAP1,9,83739423,83829516
SLC7A13,8,86214063,86321146
PCDH7,4,30720369,31146805
PRAP1,10,133347196,133354013
MRPS15,1,36455718,36464418
VPS13C,15,61852389,62060473
CD1E,1,158353696,158357553
OR5H2,3,98282505,98284070
KRTAP19-1,21,30479706,30480367
MED27,9,131852928,132079875
DTNA,18,34493291,34891844
TMEM59,1,54026681,54053504
SYAP1,X,16719545,16765340
PPP4C,16,30075967,30085385
POLR2F,22,37952607,38041915
HPSE,4,83292461,83335153
PAQR8,6,52361421,52407777
PAPPA,9,116153791,116402321
PIBF1,13,72781641,73017823
CABP1,12,120640590,120667327
EWSR1,22,29268009,29300530
UBASH3A,21,42403447,42447684
ENOX1,13,43213004,43787328
OPHN1,X,67949349,68434120
CYP2C19,10,94762662,94856282
NOSIP,19,49555468,49592927
TMEM225,11,123882920,123885670
GEMIN6,2,38751534,38785002
C1orf216,1,35713875,35718894
IGLON5,19,51311644,51330891
TNFSF9,19,6531026,6535924
USP19,3,49108046,49120938
SLC9C1,3,112140898,112294227
RFXANK,19,19191957,19202844
SS18L1,20,62143769,62182514
SMIM38,11,69155478,69162440
NRXN1,2,49918503,51225575
EIF4E1B,5,176630582,176646644
ANXA11,10,80150889,80205583
SYT17,16,19167971,19268332
EIF3B,7,2354086,2380747
SIM2,21,36699115,36749917
COQ4,9,128322515,128334072
ATF1,12,50763710,50821162
MMP13,11,102942995,102955732
ZNF418,19,57921882,57935402
KIF5B,10,32009014,32056454
PTPN12,7,77537295,77640072
RPP21,6,30345125,30346884
MED12L,3,151085286,151437072
CYB561D1,1,109494052,109502932
THUMPD2,2,39736060,39779276
PARVG,22,44172956,44219533
DTNB,2,25377028,25673717
CATSPER2,15,43628503,43668118
GSC,14,94768223,94770113
HP1BP3,1,20739095,20787323
ESD,13,46770748,46799772
SELENOO,22,50201011,50217616
PSKH1,16,67893254,67929676
SNAI2,8,48917598,48921740
C11orf40,11,4571423,4577820
CCDC93,2,117915478,118014192
HAX1,1,154269393,154275882
CRHR2,7,30651444,30700129
IZUMO1,19,48740852,48746909
SOBP,6,107490073,107661306
KRTAP9-3,17,41232449,41233454
POM121C,7,75416784,75486358
TFB1M,6,155256134,155314493
RTP4,3,187368385,187372076
FIG4,6,109690609,109878098
VWA3A,16,22092528,22156964
PTMS,12,6765516,6770952
RAB6C,2,129979666,129982738
RAET1G,6,149916878,149923121
MYLK3,16,46702282,46790407
PJA1,X,69160721,69165521
PTPN21,14,88465778,88555013
TIGD5,8,143597831,143603224
UBAP2,9,33921691,34049420
LRCH2,X,115110616,115234096
LRRK1,15,100919327,101078257
OR51H1,11,4859617,4860564
PAN3,13,28138207,28295335
CD83,6,14117256,14140682
DRC3,17,17972813,18016889
RPIA,2,88691642,88750933
CELF4,18,37243040,37565994
CTPS2,X,16587950,16712976
LY6H,8,143157914,143160711
HDHD2,18,47076104,47151106
CD207,2,70830211,70835816
SLA,8,133036728,133102912
GRWD1,19,48445824,48457022
SHISAL1,22,44243665,44312951
PPAN-P2RY11,19,10106223,10114780
RBFA,18,80034389,80050651
KIF26B,1,245154985,245709432
PKMYT1,16,2968024,2980813
NLRP1,17,5499415,5619424
TLX2,2,74513463,74517148
CPA2,7,130266863,130289798
APBA2,15,28884449,29118317
MYOZ2,4,119128431,119187789
ZMAT3,3,178960121,179072323
CSDE1,1,114716913,114758704
TMC2,20,2536573,2643580
DNAJC12,10,67796668,67838188
PPM1L,3,160755602,161078902
MED19,11,57703710,57712259
TAP2,6,32821833,32838784
B3GNT8,19,41425359,41428730
CCDC180,9,97307304,97378751
NECAP2,1,16440707,16460081
SHC2,19,416589,461100
WDR49,3,167477789,167653983
HABP4,9,96450160,96491336
C19orf38,19,10836567,10869791
SGIP1,1,66533267,66751139
CWF19L1,10,100232296,100267684
PLEKHA3,2,178480457,178516463
KRTAP12-2,21,44666189,44666927
USO1,4,75724522,75814290
REX1BD,19,18588685,18592338
IFT46,11,118544528,118572970
TALDO1,11,747399,765035
RPL39,X,119786497,119791662
VWC2,7,49772822,49921950
IL1RAP,3,190514051,190659750
AMTN,4,70518569,70532743
EEA1,12,92770637,92929350
NAPEPLD,7,103099776,103151172
FAAP100,17,81539885,81553961
NEBL,10,20779973,21293011
SUV39H1,X,48695554,48709016
CYP4V2,4,186191475,186215245
ZSWIM2,2,186827475,186849208
MMP2,16,55389700,55506691
TYK2,19,10350528,10380608
TSHZ2,20,52972358,53495330
UNC5B,10,71212523,71302885
GPA33,1,167048289,167166479
CDC14A,1,100325629,100520277
SLC14A1,18,45687025,45752521
ZNF740,12,53180694,53195142
SIRT5,6,13574210,13615158
H2BC8,6,26216200,26216688
IFIH1,2,162267074,162318684
PFDN6,6,33288680,33298401
MRPL44,2,223957403,223969078
SPINT3,20,45512461,45515622
LDHB,12,21635340,21757890
KRTAP12-4,21,44654213,44654659
SRP14,15,40035690,40039181
IL31,12,122172029,122174221
PDK3,X,24465244,24550466
GPC2,7,100169606,100177381
BOC,3,113210846,113287463
GPC6,13,93226807,94408020
CCR2,3,46353864,46360940
ZCCHC8,12,122471600,122500932
DMKN,19,35497220,35513693
FAT2,5,151504092,151591331
BACE2,21,41167801,41282530
ZNF839,14,102317377,102342702
KRT81,12,52285913,52291534
TGFB3,14,75958097,75983026
RGPD4,2,107826892,107892544
UTS2B,3,191267168,191330572
ICAM3,19,10333776,10339847
MINDY2,15,58771117,58861900
ENDOV,17,80415158,80438086
LRRC75B,22,24585620,24593208
COL11A1,1,102876467,103108872
FHAD1,1,15236521,15400283
APOL6,22,35648386,35668404
SMIM40,6,33323628,33329279
OR4C5,11,48365485,48366465
TAF2,8,119730774,119832863
AKR7A3,1,19282496,19288823
OR11H2,14,19712936,19713883
ITFG1,16,47154387,47464149
EID3,12,104303739,104305205
PC,11,66848208,66958524
ATF7,12,53507856,53626410
SMR3B,4,70370093,70390244
SCP2D1,20,18813783,18814378
OR56A1,11,6019336,6034338
CMPK2,2,6840570,6866635
ROPN1,3,123968521,123992178
MRC2,17,62627670,62693597
RBMY1E,Y,21903618,21918042
UXT,X,47651792,47659187
HAL,12,95972662,95996365
EHHADH,3,185190624,185281990
RNF111,15,58865175,59097419
TMEM107,17,8172457,8176405
CTSZ,20,58985686,59008238
KATNBL1,15,34140365,34210119
KRTCAP2,1,155169408,155173475
CCDC8,19,46410329,46413564
SLC22A17,14,23346314,23352912
ABCC3,17,50634609,50692631
BNIPL,1,151036321,151047720
CRNDE,16,54844649,54931354
CYP2D7,22,42140203,42149500
OR5AN1,11,59358895,59371714
DSG4,18,31376777,31414912
ANKRD33B,5,10564070,10657816
B3GAT1,11,134378504,134412242
GRIN2B,12,13437942,13982002
TMEM263,12,106955667,106978778
PAGR1,16,29816152,29822489
NUP107,12,68686951,68745809
HDAC7,12,47782722,47833132
ADRA2C,4,3766348,3768526
KANSL3,2,96593170,96642787
C8orf44-SGK3,8,66667596,66860472
ASH1L,1,155335268,155563162
COL21A1,6,56056590,56394094
CD3G,11,118344344,118355161
SBF2,11,9776776,10304877
RAD9B,12,110501655,110533556
RAB33B,4,139453232,139476609
EXOC4,7,133253071,134067137
LAMC3,9,131009149,131094473
ZBTB32,19,35704558,35717048
C17orf99,17,78146385,78166297
FAM174B,15,92617448,92809884
ALG11,13,52012391,52079232
DDX60,4,168216291,168318883
KIF2A,5,62306162,62391025
PTX3,3,157436850,157443633
BTF3,5,73498408,73505667
ZNF415,19,53107879,53133077
MAP3K15,X,19360056,19515508
CLDN15,7,101232092,101238820
GAPVD1,9,125261780,125367207
SULT1B1,4,69721167,69787961
PSD4,2,113157325,113209396
SPINT1,15,40843513,40858383
MRPL36,5,1798381,1802001
CARNS1,11,67414968,67425613
MRFAP1L1,4,6707693,6709923
CRNN,1,152409243,152414263
TNRC6A,16,24610209,24827632
PLK1,16,23677656,23690367
ZNF630,X,47983356,48071893
SLC25A1,22,19175575,19178788
ATMIN,16,81035842,81047350
AMOTL1,11,94706431,94876748
AKTIP,16,53490502,53504411
PHF2,9,93576584,93679599
NMNAT3,3,139558709,139678017
WFDC8,20,45551153,45579326
CNPY2,12,56308024,56316346
PMP2,8,81440326,81447518
DRAXIN,1,11690958,11725857
C9orf153,9,86220265,86259657
MCRIP2,16,636817,648474
GTPBP10,7,90335223,90391453
LGALS14,19,39704481,39709444
C17orf67,17,56791913,56838773
PAXBP1,21,32733899,32771796
PHTF2,7,77798761,77957503
ARHGAP6,X,11117651,11665920
TDRD1,10,114179270,114232666
OCA2,15,27754874,28099664
DPY19L4,8,94719703,94793836
GPR12,13,26755200,26760802
ITGA9,3,37452090,37823507
KIZ,20,21125975,21246622
SMARCD1,12,50085200,50100712
MTCH2,11,47616697,47642698
KLC1,14,103561896,103714249
RACK1,5,181236897,181248096
FBXL13,7,102811189,103075400
PANX1,11,94128828,94181968
KCTD10,12,109448655,109477359
RRAS,19,49635292,49640143
CYP3A4,7,99756959,99784274
TTI1,20,37983007,38033461
ARHGEF12,11,120336238,120489937
DHX58,17,42101404,42112733
TNFAIP8L3,15,51056598,51105276
EFNA4,1,155063737,155069553
SERINC3,20,44496221,44522094
CTAGE8,7,144266674,144269288
GLRA1,5,151822513,151924851
SAPCD1,6,31762656,31764851
RTN4RL1,17,1934677,2025334
PRM2,16,11275639,11276480
DAD1,14,22564902,22589235
LDHD,16,75111855,75116782
LAMB2,3,49121113,49133118
CNIH1,14,54423561,54441439
MANBA,4,102630770,102760999
RPS6KB1,17,59893046,59950574
YPEL2,17,59331655,59401729
ADAMTS7,15,78759204,78811503
ACR,22,50738196,50745339
PMCH,12,102196459,102197833
KCNJ3,2,154697855,154858354
CASQ1,1,160190385,160201886
ITGA10,1,145891206,145910111
TBRG1,11,124622836,124635926
CDKL2,4,75576494,75630716
ZNF431,19,21142005,21196053
TXNDC15,5,134874318,134901635
RIOK3,18,23453280,23486603
HSD17B8,6,33204631,33206831
DTD2,14,31446036,31457506
USP36,17,78787381,78841441
FER1L5,2,96642737,96704887
AMZ2,17,68205481,68257712
HEBP1,12,12974867,13000275
PARP10,8,143977153,144019930
STAC2,17,39210540,39225945
DDN,12,48995149,48999375
PIPOX,17,28950513,29057583
YAF2,12,42157104,42238349
SLC5A3,21,34073578,34106260
MTERF2,12,106973120,106987173
H2BC6,6,26172059,26184655
IQCM,4,149351709,149896233
OR2L5,1,248013660,248024276
CD99L2,X,150766336,150898816
CEP112,17,65635537,66192251
DOK2,8,21908873,21913960
PHF13,1,6613731,6624030
CNTN6,3,1092658,1404217
PUDP,X,6667865,7148165
B3GNT3,19,17794697,17814175
LYRM1,16,20899821,20925011
ZNF287,17,16546954,16569218
TMEM31,X,103710909,103714036
NDUFB7,19,14566078,14572066
SRP68,17,76038775,76072517
GAST,17,41712331,41715969
ZC2HC1C,14,75064109,75119502
CCDC102B,18,68715138,69057126
MAPK6,15,51952106,52067375
NKIRAS2,17,42011382,42025644
CNKSR1,1,26177476,26189884
PCDH11Y,Y,5000226,5742224
AXIN1,16,287440,352730
ABCC10,6,43427366,43450430
RGS7,1,240767636,241357374
PEX13,2,61017225,61051990
JPT2,16,1678256,1702859
UBE3D,6,82892390,83065841
DUSP2,2,96143166,96145440
LRPPRC,2,43886224,43996226
ARNT2,15,80404315,80597937
ATP5MC1,17,48892765,48895875
PDCD6IP,3,33798571,33869707
IKBKE,1,206470332,206496891
